EMR Concept Fully Specified Name,EMR Concept short name,EMR Concept UUID,EMR Concept ID,EMR concept Data Type,EMR Options (Answers),EMR Form Name,EMR Form UUID
"3B64.Z- - - Thrombocytopenia, unspecified",,7fe0e068-3baf-48c0-8a00-0b5d94bca39a,14321,N/A,,,
"3B65- - Thrombotic microangiopathy, not elsewhere classified",,7fea55f1-483c-41fa-bed9-65e753fad02d,14322,N/A,,,
"3B6Z- - Coagulation defects, purpura or other haemorrhagic or related conditions, unspecified",,27d5908d-e294-4abc-940a-851492eb26c3,14323,N/A,,,
3B80- - Congenital disorders of spleen,,09f69b5b-e545-4057-acc9-91bbbe23f3d4,14324,N/A,,,
3B81- - Acquired disorders of spleen,,ecd6fdef-424f-4256-8aba-a2c3ff98bcfb,14325,N/A,,,
3B81.1- - - Postsurgical asplenia,,619f045f-c84c-4fec-8d68-d196709207f1,14326,N/A,,,
3B81.6- - - Infarction of spleen,,fd45cf94-9d24-42a0-868e-bc326f062086,14327,N/A,,,
3B81.71- - - - Abscess of spleen,,f72b2e24-f96e-405b-a4c2-6293efc95d54,14328,N/A,,,
3B81.B- - - Hypersplenism,,bbf00b60-3de5-403a-9393-90d99814fa39,14329,N/A,,,
3C0Y- Other specified diseases of the blood or blood-forming organs,,243b107c-36f9-459a-9db4-9f863a53e294,14330,N/A,,,
4A00- - Primary immunodeficiencies due to disorders of innate immunity,,712f22ea-ee58-456a-905a-7f8cf258e663,14331,N/A,,,
4A0Y- - Other specified primary immunodeficiencies,,db9d0643-5362-4d0c-ae50-15d3169c6e24,14332,N/A,,,
4A20- Acquired immunodeficiencies,,d0ed6788-bf6d-44e7-ae99-544cc5ce0e9b,14333,N/A,,,
4A40- - Lupus erythematosus,,7fc3f379-4715-4e42-bfe8-bb37c4f8c28c,14334,N/A,,,
4A40.0- - - Systemic lupus erythematosus,,4c1b0001-4dc7-4b63-97a3-dc1017a914da,14335,N/A,,,
4A40.1- - - Drug-induced lupus erythematosus,,8fa3b7f9-d4f1-4427-a6ba-b1759cd3e202,14336,N/A,,,
4A41- - Idiopathic inflammatory myopathy,,af8de22f-c4eb-42df-aba4-b4696106450e,14337,N/A,,,
4A41.0- - - Dermatomyositis,,9a5525d4-6e81-4b54-a3ab-0b0de0938b5b,14338,N/A,,,
4A41.1- - - Polymyositis,,b9535773-27d1-4d85-b7ba-576f6af97531,14339,N/A,,,
4A42- - Systemic sclerosis,,b2be7ce2-5a06-4c69-adfa-247809de41d0,14340,N/A,,,
"4A42.Z- - - Systemic sclerosis, unspecified",,19e88f38-ceb0-45fc-bf02-a668a354d908,14341,N/A,,,
4A43- - Overlap or undifferentiated nonorgan specific systemic autoimmune disease,,f0f0dacf-7a58-4a4f-a605-4933b10ac403,14342,N/A,,,
4A43.2- - - Sj�gren syndrome,,3c53fee3-fa52-40ee-82c4-71c779342d43,14343,N/A,,,
4A44- - Vasculitis,,ff019b33-b442-41b1-9046-0fe1c4f953d1,14344,N/A,,,
4A44.2- - - Giant cell arteritis,,5a661d80-4a8a-44d9-8281-9a741beae18a,14345,N/A,,,
4A44.4- - - Polyarteritis nodosa,,67b77c33-718f-475a-bf63-20337dab3ea8,14346,N/A,,,
4A45- - Antiphospholipid syndrome,,22ca0186-197c-443f-b8f3-ae9b32cab31f,14347,N/A,,,
4A84- - Anaphylaxis,,45bcbc65-a468-4c5f-a87f-b08dad62b4be,14348,N/A,,,
4A85- - Complex allergic or hypersensitivity conditions,,05e5b4e2-12a0-44b8-8ffb-ec000e3d8a55,14349,N/A,,,
4A85.02- - - - Drug-induced cytopenia,,0b90d5bb-cb97-4615-8726-00028e0fe9f2,14350,N/A,,,
4A85.22- - - - Allergic contact dermatitis due to food allergen,,2fd98235-4c95-47f2-aeef-67a30d57af07,14351,N/A,,,
4A8Y- - Allergic or hypersensitivity conditions of other specified type,,7b8ca01f-6279-459e-9ddb-dca79b15835d,14352,N/A,,,
4B00- - Disorders of neutrophil number,,d54bfe55-8a2e-45ab-b185-f21f773b197f,14353,N/A,,,
4B00.0- - - Neutropaenia,,636eec16-ee9f-426d-8e3c-dd9284fb08c1,14354,N/A,,,
4B02- - Eosinopenia,,aa3c67b6-56bb-4c59-a362-4bfc1364ba22,14355,N/A,,,
4B03- - Eosinophilia,,50ad72bc-5315-46cf-b143-19afaa4d8239,14356,N/A,,,
4B06- - Acquired lymphopenia,,13d2e002-e30c-4e7f-8881-92036539f5a6,14357,N/A,,,
4B07- - Acquired lymphocytosis,,6f469766-d946-4397-af40-ba5e00625885,14358,N/A,,,
4B20- - Sarcoidosis,,155b9990-950b-4b8a-94bf-9b2871927e10,14359,N/A,,,
4B23- - Immune reconstitution inflammatory syndrome,,03b2e5ea-85a6-41be-8e88-c007554ce76a,14360,N/A,,,
4B24- - Graft-versus-host disease,,5f7c629a-83b3-4768-9de9-fbf39958c3d6,14361,N/A,,,
"4B24.Z- - - Graft-versus-host disease, unspecified",,c35d8e3a-cb48-413e-8ee2-a32b2103c783,14362,N/A,,,
4B4Y- Other specified diseases of the immune system,,e57b755f-eb1d-4426-9318-94d747b0a2b1,14363,N/A,,,
5A00- - - Hypothyroidism,,cd35e697-6f78-4175-9f12-51fff24033e7,14364,N/A,,,
5A00.0- - - - Congenital hypothyroidism,,f98b9f98-e5c9-4eb6-a260-dcd62498a5e1,14365,N/A,,,
5A00.2- - - - Acquired hypothyroidism,,385a7f3b-57d1-4f5b-b526-6f71128572e1,14366,N/A,,,
5A01- - - Nontoxic goitre,,c68ba714-af1b-4ecf-8b88-ebbddb1946d9,14367,N/A,,,
5A01.0- - - - Nontoxic diffuse goitre,,9546729b-b4d9-4c6c-82a1-15627e1f48f0,14368,N/A,,,
5A01.1- - - - Nontoxic single thyroid nodule,,44fddca9-aa6b-4f7f-84c5-608cfde4aef5,14369,N/A,,,
5A01.2- - - - Nontoxic multinodular goitre,,88cc1ee7-4363-4f43-8e6c-4a58886ad796,14370,N/A,,,
"5A01.Z- - - - Nontoxic goitre, unspecified",,fd373aa1-ec8b-4dfe-a222-92012006f7c8,14371,N/A,,,
5A02- - - Thyrotoxicosis,,65a77446-f8ee-4bf0-a955-1d30406331d5,14372,N/A,,,
5A02.1- - - - Thyrotoxicosis with toxic single thyroid nodule,,3013b56b-2d64-4742-9ed8-af1795ec2e2d,14373,N/A,,,
5A02.2- - - - Thyrotoxicosis with toxic multinodular goitre,,bad2d679-6eb7-42ca-a06e-a51444a763ba,14374,N/A,,,
5A02.3- - - - Thyrotoxicosis from ectopic thyroid tissue,,e860f950-3d01-41a8-a96b-fbf99d828ab6,14375,N/A,,,
5A02.5- - - - Thyroid crisis,,8dbaa9e9-75cf-435a-a555-5c1e798776e2,14376,N/A,,,
5A02.6- - - - Secondary hyperthyroidism,,abbf46e6-8d29-4dce-bb16-f1c32975fc2c,14377,N/A,,,
5A03- - - Thyroiditis,,163b3bf4-400a-4a17-aac3-7aa952b1b006,14378,N/A,,,
5A06- - - Sick-euthyroid syndrome,,584bde99-3298-4dea-bca9-625697a95e9a,14379,N/A,,,
5A10- - - Type 1 diabetes mellitus,,ca78df95-5542-45aa-8f63-56e5c88e85f4,14380,N/A,,,
5A11- - - Type 2 diabetes mellitus,,677c4df6-ca41-4757-95f7-b074e91dd19e,14381,N/A,,,
5A12- - - Malnutrition-related diabetes mellitus,,4465b98d-f9c7-4e25-bf72-ef67b08ab12a,14382,N/A,,,
"5A13- - - Diabetes mellitus, other specified type",,9abc9733-37ca-4f22-b36f-6388e8cbd032,14383,N/A,,,
5A13.4- - - - Diabetes mellitus due to drug or chemical,,edbe088d-c925-4afd-bdd6-dd9cd14fc819,14384,N/A,,,
"5A14- - - Diabetes mellitus, type unspecified",,a480eb04-0e70-498a-8076-1a83d940f51d,14385,N/A,,,
5A20- - - - Diabetic hyperosmolar hyperglycaemic state,,76b95d75-caf6-4231-872e-8df9bb926c37,14386,N/A,,,
5A20.0- - - - - Hyperosmolar hyperglycaemic state without coma,,e2f4ba25-46de-4941-9398-720138e16ac0,14387,N/A,,,
5A20.1- - - - - Hyperosmolar hyperglycaemic state with coma,,129694c9-b876-48a8-a64f-b3155ff88747,14388,N/A,,,
5A21- - - - Hypoglycaemia in the context of diabetes mellitus,,012c4b22-afea-4126-a126-65b916ee1d96,14389,N/A,,,
"5A21.Z- - - - - Hypoglycaemia in the context of diabetes, unspecified",,c41450bb-585b-4d30-80c4-23b1091878c6,14390,N/A,,,
5A22- - - - Diabetic acidosis,,71af9377-8074-4e2a-a8da-22132e6df498,14391,N/A,,,
5A22.0- - - - - Diabetic ketoacidosis without coma,,f4b81c7c-3696-4e6d-b904-e1c614980576,14392,N/A,,,
5A22.3- - - - - Diabetic ketoacidosis with coma,,46fa71d1-73b9-402e-8d5d-289b5857e0e4,14393,N/A,,,
5A23- - - - Diabetic coma,,fb4ff74f-ae26-430e-9ea5-a2a6ae93e3e6,14394,N/A,,,
5A24- - - - Uncontrolled or unstable diabetes mellitus,,313e946f-369c-45c6-b6de-e9b1ae4feaa3,14395,N/A,,,
5A40- - - Intermediate hyperglycaemia,,3a21ae5f-b9ec-4fa8-8ab3-494c5c1cb61b,14396,N/A,,,
5A40.0- - - - Impaired fasting glucose,,145071fd-491a-4a7d-bcd3-4d4ad0ae8835,14397,N/A,,,
5A41- - - Hypoglycaemia without associated diabetes,,17e8d022-1a82-4974-b0c9-f5d29c822edd,14398,N/A,,,
5A44- - - Insulin-resistance syndromes,,97e6606f-5f1f-4495-ba56-3e096ef113b7,14399,N/A,,,
5A45- - - Persistent hyperinsulinaemic hypoglycaemia of infancy,,fed1e500-aa2e-42ba-9ea3-9f8db460ccd9,14400,N/A,,,
5A50- - - Hypoparathyroidism,,5b82e78c-5433-4fb4-8e52-9fb26062c7fc,14401,N/A,,,
5A51- - - Hyperparathyroidism,,26193c96-8073-4f89-9223-6d7c543e1109,14402,N/A,,,
5A60- - - Hyperfunction of pituitary gland,,04e70e02-a62f-423a-a1f1-3111ebdf58aa,14403,N/A,,,
5A60.0- - - - Acromegaly or pituitary gigantism,,794569b3-cee2-4600-a6fd-fa3bd257b4df,14404,N/A,,,
5A60.1- - - - Hyperprolactinaemia,,c69e128b-ebec-4c69-acdf-5c9df9e017ea,14405,N/A,,,
5A61- - - Hypofunction or certain specified disorders of pituitary gland,,fcfece90-4099-418f-8a1e-9d4b6e1aaca1,14406,N/A,,,
5A61.0- - - - Hypopituitarism,,c4ed2999-f0b8-432b-81bb-a8f00a6936cc,14407,N/A,,,
5A61.5- - - - Central diabetes insipidus,,f2a54365-a472-485c-ba8c-495a0edf4e15,14408,N/A,,,
5A70- - - Cushing syndrome,,2f654344-fe6a-481e-a394-b4a5ab7ad29d,14409,N/A,,,
5A71- - - Adrenogenital disorders,,a93712db-bb9d-43ec-9f69-94370cb82fa2,14410,N/A,,,
5A72- - - Hyperaldosteronism,,d4e9c573-4745-41ce-a305-1a78ab31f366,14411,N/A,,,
5A72.0- - - - Primary hyperaldosteronism,,7b847681-3cce-4237-9cce-1d9258a6267f,14412,N/A,,,
5A72.1- - - - Secondary hyperaldosteronism,,2036afce-eb3f-4f99-b517-139863a4358b,14413,N/A,,,
5A74- - - Adrenocortical insufficiency,,8b1ba46e-bf21-4ed7-9017-9437dc8dec8b,14414,N/A,,,
5A74.1- - - - Adrenal crisis,,88e3e066-f399-4728-878f-78028ce3c70a,14415,N/A,,,
5A75- - - Adrenomedullary hyperfunction,,3d1a1517-42bb-4a28-abf5-4d700d21a3e4,14416,N/A,,,
5A80- - - Ovarian dysfunction,,62a82c35-62a5-406c-8aaa-542231592340,14417,N/A,,,
5A80.1- - - - Polycystic ovary syndrome,,51ae2eb2-7b13-44ed-b4b7-a85c7bc7a28b,14418,N/A,,,
5A81- - - Testicular dysfunction or testosterone-related disorders,,72b0f8b8-f2a9-45a7-ab9e-870a503f05c1,14419,N/A,,,
5A81.1- - - - Testicular hypofunction,,73d3d067-e510-4ce5-92ac-93d458313dcc,14420,N/A,,,
5A91- - - Delayed puberty,,8be9f1c9-788e-4a10-ad25-ed163be2b6fc,14421,N/A,,,
5A92- - - Peripheral precocious puberty,,91ab09a5-0a16-4923-b83b-bba34c679138,14422,N/A,,,
5B01- - - Polyglandular hyperfunction,,49007797-0386-4933-a5d6-520e8ed5d79b,14423,N/A,,,
"5B11- - - Short stature, not elsewhere classified",,0f1cfbb5-cea8-49c5-a664-9ff30e6f437c,14424,N/A,,,
5B3Y- - Other specified endocrine diseases,,08cfe976-ee2b-4e2e-a1e4-a0198b2bafa7,14425,N/A,,,
"5B50- - - Underweight in infants, children or adolescents",,f4e361e8-4747-4abf-bb7c-4a6cc9d40e85,14426,N/A,,,
"5B51- - - Wasting in infants, children or adolescents",,ec52b652-2e77-477b-80e9-974a84199415,14427,N/A,,,
"5B52- - - Acute malnutrition in infants, children or adolescents",,2fe4a48b-2856-459b-a7cd-4550cb97e302,14428,N/A,,,
"5B53- - - Stunting in infants, children or adolescents",,c1b6e145-cbab-406c-ade6-4a3d6862cea1,14429,N/A,,,
5B54- - - Underweight in adults,,5e4b365a-d6a7-4ab3-ae2a-56023037ad07,14430,N/A,,,
5B55- - - Vitamin A deficiency,,9780781d-b617-4b08-b47c-bbe9f528de7e,14431,N/A,,,
5B55.0- - - - Vitamin A deficiency with night blindness,,b50677e7-c7ae-41a6-b368-817d50d59f5d,14432,N/A,,,
5B55.1- - - - Vitamin A deficiency with conjunctival xerosis,,8fcfb42d-c7a3-4fc7-aa22-7b2b7c600906,14433,N/A,,,
5B55.2- - - - Vitamin A deficiency with conjunctival xerosis or Bitot's spots,,aa546fd1-3912-411e-b1dc-80b4b3185b00,14434,N/A,,,
5B55.3- - - - Vitamin A deficiency with corneal xerosis,,ad1d9c10-dda2-4e48-ac2d-b589ca70eac8,14435,N/A,,,
5B55.4- - - - Vitamin A deficiency with corneal ulceration or keratomalacia,,5592b67a-c523-4e4f-91be-0ab3fa063668,14436,N/A,,,
5B55.5- - - - Vitamin A deficiency with xerophthalmic scars of cornea or blindness,,de2802ff-d0f4-4baf-b2f0-26a9f4af0934,14437,N/A,,,
5B56- - - Vitamin C deficiency,,88b5c014-679d-43f6-86e2-ff9a5c5a355c,14438,N/A,,,
5B56.0- - - - Scurvy,,3b12e9ad-e8ad-425d-9a46-4bca5e02c44d,14439,N/A,,,
5B57- - - Vitamin D deficiency,,be8a17f3-f65b-4904-9f18-551fa837f823,14440,N/A,,,
5B57.0- - - - Vitamin D deficiency rickets,,475bb8d3-9176-4a6d-885f-e4f0d33fadb5,14441,N/A,,,
5B57.1- - - - Vitamin D deficiency osteomalacia,,989c9901-9b6d-431e-ac6d-846eec3daef1,14442,N/A,,,
5B58- - - Vitamin E deficiency,,7f44d1f1-c9ae-46b7-ac1d-f67932e10fc9,14443,N/A,,,
5B59- - - Vitamin K deficiency,,89d49801-1561-450d-9f40-8e0cec10af82,14444,N/A,,,
5B5A- - - Vitamin B1 deficiency,,d4b673c4-9185-4065-8b3a-a7fac6544496,14445,N/A,,,
5B5A.0- - - - Beriberi,,bdadbcf5-b22e-40dc-a528-70a9822b56a5,14446,N/A,,,
5B5B- - - Vitamin B2 deficiency,,cd5e9339-745b-4672-b058-74975a783028,14447,N/A,,,
5B5C- - - Vitamin B3 deficiency,,e791afc9-d47f-44c7-8bb5-a0fbdf695b4c,14448,N/A,,,
5B5C.0- - - - Pellagra,,0ffb1e9d-6871-408e-b4ce-c08202c88601,14449,N/A,,,
5B5D- - - Vitamin B6 deficiency,,d30d5075-1e77-482d-b98c-322343eb0089,14450,N/A,,,
5B5E- - - Folate deficiency,,c2877413-c4ca-43fc-abab-cf6071ad1758,14451,N/A,,,
5B5F- - - Vitamin B12 deficiency,,014b88c1-fdd7-4274-b89e-64e02d656e8e,14452,N/A,,,
5B5K- - - Mineral deficiencies,,0c1f196a-5a04-4b4b-9652-121e09c2c9ee,14453,N/A,,,
5B5K.0- - - - Iron deficiency,,9c9e09ee-1df2-40fe-82e8-80f6a46d9127,14454,N/A,,,
5B5K.1- - - - Calcium deficiency,,8726700a-ca4f-4a61-bd3f-6990823687af,14455,N/A,,,
5B5K.10- - - - - Tetany due to acute calcium deficiency,,8790df5b-1e3b-4d74-9537-fd07f008d4bd,14456,N/A,,,
5B5K.3- - - - Iodine deficiency,,8fa00436-e043-47d3-9523-ee3707af6ad5,14457,N/A,,,
5B70- - - Essential fatty acid deficiency,,77974b38-96f9-4206-b7dc-911241a8dd58,14458,N/A,,,
5B7Y- - - Other specified undernutrition,,c29db6ca-738d-4e1d-8a35-3e0dc86ee468,14459,N/A,,,
5B7Z- - - Unspecified undernutrition,,7932769f-4b33-4798-bba6-3307064b867e,14460,N/A,,,
5B80- - - - Overweight or localised adiposity,,88458e31-eb7c-430e-9aa7-58715933edef,14461,N/A,,,
5B80.0- - - - - Overweight,,f02080b2-5cb1-4c48-88ac-30334b6db069,14462,N/A,,,
5B81- - - - Obesity,,a5e3667f-0060-4b73-a70e-9f064e0fb10b,14463,N/A,,,
5B90- - - - Vitamin excesses,,592ef281-4124-471e-ae4e-b23cbc52f44b,14464,N/A,,,
5B91- - - - Mineral excesses,,41f995f4-8322-47ad-88aa-600c3d90d34e,14465,N/A,,,
5B91.0- - - - - Hypercalcaemia,,6d50bc1a-30b1-4ebe-b1d6-60f61d053570,14466,N/A,,,
5B91.3- - - - - Fluorine excess,,43940d6c-cd7b-4b22-8d2c-4612dd3b8b6e,14467,N/A,,,
5C3Y- - Other specified nutritional disorders,,6ffc9cf3-3903-4532-b8c6-0b6ab7085a77,14468,N/A,,,
5C50- - - Inborn errors of amino acid or other organic acid metabolism,,83470001-c0a7-40ad-8c0b-8ab6a7487bd8,14469,N/A,,,
5C58- - - Inborn errors of porphyrin or heme metabolism,,e8ac7130-a686-41a5-839e-13eff0387bc7,14470,N/A,,,
5C58.1- - - - Porphyrias,,bcf1b4ec-bdb9-44b9-b59a-76f714f19daa,14471,N/A,,,
5C61- - - Disorders of carbohydrate absorption or transport,,25a69063-41b8-42a9-b20b-ec9e2e353911,14472,N/A,,,
5C61.6- - - - Lactose intolerance,,9b5ed529-df31-4f85-8116-2591fa69f91b,14473,N/A,,,
5C6Y- - - Other specified disorders of metabolite absorption or transport,,5a7b43ab-d0ca-4f59-8752-548a76f902d6,14474,N/A,,,
5C70- - - Volume depletion,,dce8bc43-345d-4d07-9139-282723971eb8,14475,N/A,,,
5C70.0- - - - Dehydration,,7c3cbc14-ab17-4c35-aafd-d2d025f19b30,14476,N/A,,,
5C70.1- - - - Hypovolaemia,,f0e2967a-1e09-4db0-ac8b-8ed3c6d79d44,14477,N/A,,,
5C71- - - Hyperosmolality or hypernatraemia,,e1d5d5f8-9537-4532-bcab-086452d950d8,14478,N/A,,,
5C72- - - Hypo-osmolality or hyponatraemia,,25c3cb5f-de0c-4ce5-a5f7-0468a70d2830,14479,N/A,,,
5C73- - - Acidosis,,472cd3e9-b239-46d1-9597-b7febc5734b1,14480,N/A,,,
5C73.0- - - - Acute respiratory acidosis,,6625612a-f397-4b33-917a-b62441cc45f5,14481,N/A,,,
5C73.1- - - - Chronic respiratory acidosis,,ed994182-b27e-4ea0-be47-c87fa7acd2ea,14482,N/A,,,
5C73.2- - - - Anion gap metabolic acidosis,,a73f920c-0d32-4769-be21-2149c59b7cc8,14483,N/A,,,
5C74- - - Alkalosis,,ad9e721c-422c-4cde-ac18-ba0328ba24d3,14484,N/A,,,
5C75- - - Mixed disorder of acid-base balance,,37afe898-5201-4c15-8369-e445cf265ee2,14485,N/A,,,
5C76- - - Hyperkalaemia,,67b6136c-5bc7-449a-9f3c-7a3c2e016048,14486,N/A,,,
5C77- - - Hypokalaemia,,92af9a15-9469-4811-bf8e-d973fc55f030,14487,N/A,,,
5C78- - - Fluid overload,,b7ae34e2-4239-4a6a-b304-1e916a7ae245,14488,N/A,,,
"5C7Y- - - Other specified disorders of fluid, electrolyte or acid-base balance",,3961a84c-ddfa-4cb0-bd86-2807edc9f2b6,14489,N/A,,,
5C80- - - Hyperlipoproteinaemia,,4f8cbe59-3be0-482f-b2bf-6a0d4df2d04a,14490,N/A,,,
5C80.0- - - - Hypercholesterolaemia,,31c6c745-288e-4502-8259-10ecb92d8a36,14491,N/A,,,
5C80.1- - - - Hypertriglyceridaemia,,99914d4d-0efe-4e29-8da2-ab5e4ae9a81b,14492,N/A,,,
5D00- - - Amyloidosis,,9ac85db8-a4c5-4f03-9af4-953c109ef7b8,14493,N/A,,,
5D01- - - Tumour lysis syndrome,,f0574017-1a7c-4960-ba00-943333b001b6,14494,N/A,,,
5D0Y- - - Other specified metabolic disorders,,6146a469-c46c-41fb-aa1f-ef958a4aa6ab,14495,N/A,,,
5D40- - Postprocedural hypothyroidism,,3e5809a6-6f7d-452e-adbb-4140612294a3,14496,N/A,,,
5D42- - Postprocedural hypoparathyroidism,,e51413ae-580d-4924-82a3-a0f70e9ed2a5,14497,N/A,,,
5D43- - Postprocedural hypopituitarism,,867aef0d-a2f0-4525-952c-31e7751bf9a5,14498,N/A,,,
6A00- - Disorders of intellectual development,,6d12d6fe-aa52-4fd3-aecd-235cc4412a75,14499,N/A,,,
6A01- - Developmental speech or language disorders,,f717835b-a28b-46c0-90f1-50f22d4cbe12,14500,N/A,,,
6A02- - Autism spectrum disorder,,ff63ab77-c529-4a25-8468-21a403b17485,14501,N/A,,,
6A03- - Developmental learning disorder,,8a062d2f-c106-4692-8b3e-653675e854d9,14502,N/A,,,
6A05- - Attention deficit hyperactivity disorder,,e2a1b155-022b-414a-bc02-c45de0c35143,14503,N/A,,,
6A0Y- - Other specified neurodevelopmental disorders,,9a7dc18d-c353-4546-a399-afe7085039b9,14504,N/A,,,
6A20- - Schizophrenia,,f7b122ec-d91b-4b16-afa7-2c6396370229,14505,N/A,,,
6A21- - Schizoaffective disorder,,45116c8b-73f2-4e6d-83e2-2a743d9a5a2b,14506,N/A,,,
6A22- - Schizotypal disorder,,972b562d-1bc8-441b-b58d-a238499b6714,14507,N/A,,,
6A23- - Acute and transient psychotic disorder,,07cf3b33-a40f-4219-a4d2-30b5bd60694b,14508,N/A,,,
6A24- - Delusional disorder,,ada818a7-0b08-4033-9e1e-270f6f5b6dbe,14509,N/A,,,
6A2Y- - Other specified primary psychotic disorder,,d57f5ae7-aec5-4123-b9cc-7ed24db285b6,14510,N/A,,,
6A40- - Catatonia associated with another mental disorder,,35ac6818-1675-4afa-ba92-386f1670df5a,14511,N/A,,,
6A41- - Catatonia induced by substances or medications,,a4fb3952-1690-4fcd-b727-819c04fc52b2,14512,N/A,,,
"6A4Z- - Catatonia, unspecified",,c26cf0a1-faab-4a6b-913f-9316b57ec1bc,14513,N/A,,,
6A60- - - Bipolar type I disorder,,8463e876-962d-45d8-9079-8de09ab315ca,14514,N/A,,,
6A61- - - Bipolar type II disorder,,2964fac8-fe1b-4131-8c24-572864af5859,14515,N/A,,,
6A62- - - Cyclothymic disorder,,6a45f610-5398-4a19-a54b-6b9a21454dc7,14516,N/A,,,
"6A6Z- - - Bipolar or related disorders, unspecified",,9ff47440-438e-40af-84d5-83e86b301fee,14517,N/A,,,
6A71- - - Recurrent depressive disorder,,3692d12d-f6dd-4506-9505-7b90f16ca533,14518,N/A,,,
6A72- - - Dysthymic disorder,,65351982-994a-458b-a022-eca4d86dbd53,14519,N/A,,,
6A73- - - Mixed depressive and anxiety disorder,,f659fee2-5428-44c5-b351-8bd0a56bc22e,14520,N/A,,,
"6A7Z- - - Depressive disorders, unspecified",,b3f2dbdf-7e10-4982-8e44-1651b7d08fcd,14521,N/A,,,
"6A8Z- - Mood disorders, unspecified",,0ff00189-b9b1-4691-80dd-8cf0a8ca2fe9,14522,N/A,,,
6B00- - Generalised anxiety disorder,,36c36f6e-4dc4-432e-809f-b0c404b91756,14523,N/A,,,
6B01- - Panic disorder,,a83647f4-5f60-4a1a-a78d-cd664a6596b9,14524,N/A,,,
6B02- - Agoraphobia,,27ae3280-5978-450c-8ab7-cbf8451f8db3,14525,N/A,,,
6B03- - Specific phobia,,60840159-8e33-4a6d-bb3b-500849abaec2,14526,N/A,,,
6B04- - Social anxiety disorder,,42a4ee50-d0c9-4998-8af9-6cc60214858c,14527,N/A,,,
6B05- - Separation anxiety disorder,,b2e01759-54f9-4608-b629-674c63c68d3c,14528,N/A,,,
6B06- - Selective mutism,,7a23c58d-9574-4108-be54-edc0579f2dd7,14529,N/A,,,
"6B0Z- - Anxiety or fear-related disorders, unspecified",,587c3dc1-f992-4f08-8f8e-fe37015a25e2,14530,N/A,,,
6B20- - Obsessive-compulsive disorder,,804f8aa6-d5e1-4e21-9a5c-0f4d21ab52a1,14531,N/A,,,
6B21- - Body dysmorphic disorder,,2bb92acb-3b18-48fb-b5f6-9e17483b3158,14532,N/A,,,
6B23- - Hypochondriasis,,f783da47-22b2-410a-8eda-2d539c8aae4f,14533,N/A,,,
6B25- - Body-focused repetitive behaviour disorders,,31ba9aeb-92d3-4cf2-8d38-27844b9031c8,14534,N/A,,,
6B25.0- - - Trichotillomania,,01e9189c-c34c-4605-ae9d-7a872babade6,14535,N/A,,,
6B25.1- - - Excoriation disorder,,acd349b0-4729-476c-b5f7-cfc8cda833f7,14536,N/A,,,
6B25.Y- - - Other specified body-focused repetitive behaviour disorders,,1707d827-2ff5-41e2-b070-ad64d6c5039a,14537,N/A,,,
6B40- - Post traumatic stress disorder,,af89788e-987f-4bd6-81ee-c00e72eca9a4,14538,N/A,,,
6B41- - Complex post traumatic stress disorder,,4c961ef3-a1a2-4222-8d55-0dc74af417e3,14539,N/A,,,
6B42- - Prolonged grief disorder,,2e8902c0-0758-408e-9445-1f1032597711,14540,N/A,,,
6B43- - Adjustment disorder,,ab2a1235-33c1-4b01-a199-67f638b024f9,14541,N/A,,,
"6B4Z- - Disorders specifically associated with stress, unspecified",,e50a4533-1690-4674-8e90-a9978a6c1642,14542,N/A,,,
6B60- - Dissociative neurological symptom disorder,,4a73cc74-c623-4749-b0fe-29d7c8a738bb,14543,N/A,,,
6B61- - Dissociative amnesia,,56c281c8-c12d-43d9-9ea4-5e87af26e8d4,14544,N/A,,,
6B62- - Trance disorder,,17182363-55a1-411d-8b56-f856936a216a,14545,N/A,,,
6B63- - Possession trance disorder,,621ddf9c-ecaa-408b-a5c5-74080bbfe787,14546,N/A,,,
6B64- - Dissociative identity disorder,,b463e0ba-8c22-40fd-9a08-9ac5ad34f0c4,14547,N/A,,,
6B66- - Depersonalization-derealization disorder,,74cdf4d4-c365-4dfe-aa39-7c9b03e6ff2b,14548,N/A,,,
6B80- - Anorexia Nervosa,,a2ad6c67-0472-4544-92b9-7754d0924913,14549,N/A,,,
6B81- - Bulimia Nervosa,,42b36be1-bf91-4d09-9064-14580e05cdbc,14550,N/A,,,
6B84- - Pica,,c059bf10-1c6b-4b52-b800-27ca6d92a859,14551,N/A,,,
"6B8Z- - Feeding or eating disorders, unspecified",,97354287-ec89-4a98-a449-055257285854,14552,N/A,,,
6C00- - Enuresis,,f4600e15-ef6b-4401-ad2c-15aeef25e040,14553,N/A,,,
6C40- - - Disorders due to use of alcohol,,870c3364-2495-4239-a9b4-c71737c60e6c,14554,N/A,,,
6C40.2- - - - Alcohol dependence,,d63123bb-02da-4fb2-b22c-5f4e9fe2f220,14555,N/A,,,
6C41- - - Disorders due to use of cannabis,,a0d105e4-1c46-4f3c-9c2d-8d8e8223ae73,14556,N/A,,,
6C41.2- - - - Cannabis dependence,,8d18434d-fe47-44a5-8ee9-eef1f274c1b6,14557,N/A,,,
6C43- - - Disorders due to use of opioids,,2b3ea87d-363c-464b-8bd2-0be5a2e96b62,14558,N/A,,,
6C43.2- - - - Opioid dependence,,4e5cc6d6-3ced-40db-8ebd-f509881f1178,14559,N/A,,,
